discovery	discovery_16_13	Which word gives a smooth transition from the first sentence to the second sentence? sentence 1: Very simple games will run, but often with major controller lag or something else, and that's if the framerate is tolerable in the first place. sentence 2: It's the not the newer, optimised Windows 8 stuff that's the problem (despite apps being sluggish to open), but anything outside that was inconsistent. answer: generally sentence 1: With most orchids, the flower spike is cut off after blooms fade, but moth orchids are a bit different (although not everyone agrees). sentence 2: if the flower stem turns brown all the way down to the leaves, then cut it off at the base. answer: generally sentence 1: Furthermore, the electronic circuitry in the sensor can become damaged, thereby causing sensor failure or inaccurate results. sentence 2: The securing mechanism for the sensor, such as an adhesive substrate, can begin to fail, thereby improperly positioning the sensor in proximity to a measurement site and providing inaccurate data. answer: moreover sentence 1: The strength of the hard-coat layer is preferably H or higher by a pencil hardness test according to JIS K5400, more preferably 2H or higher, and most preferably 3H or higher. sentence 2: In Taber's test according to JIS K5400, the smaller the abrasion amount of a sample piece before and after the test, the better is the sample. answer: further sentence 1: But let me tell you, it is . ' sentence 2: I prefer the``Alien have landed and we must unit to save the world! `` answer: personally sentence 1: The birthday candles came from my local grocery store for .99/box. sentence 2: You need pink and purple, so you will need 2 boxes. answer: obviously sentence 1: We, too, can learn to more readily recognize the bounty in our lives. sentence 2: We may even experience more good things. answer: by doing this sentence 1: Countries can only apply their own respective laws on undisputed lands. sentence 2: It is tantamount to invading a foreign land. answer: otherwise	481	answer:
discovery	discovery_16_21	Which word gives a smooth transition from the first sentence to the second sentence? sentence 1: ... magic with triangles, degrees and something called a transportieris. sentence 2: This thing comes in handy when you're orienteering, and every Latvian has one in their backpack. answer: apparently sentence 1: Since 2005, she has been an assistant public defender in the Federal Public Defender's Office for the Eastern District of Virginia, based in Norfolk. sentence 2: She served in the Navy JAG Corps for five years on active duty, then as a reservist for 12 years. answer: previously sentence 1: We need to know our true foes - the defeated anti-liberation forces of 1971, which are still lurking around waiting for an opportunity to strike back. sentence 2: We need to identify our true friends. answer: also sentence 1: So I decided to buy a few VR tubes just in case. sentence 2: i went with the vr tubes bypassed with 2x 0.1uf russian teflons (the silver tubes in the photo). answer: in the end sentence 1: That decree, the Judge concluded, afforded all the relief reasonably needed. sentence 2: He denied any money damages as formally prayed for. answer: consequently sentence 1: Shelby...thanks for the recommendation. sentence 2: This is a dynamic, not static situation. answer: frankly sentence 1: [ 0072] The above-described array substrate AR and counter-substrate CT are disposed such that their first alignment film AL1 and second alignment film AL2 are opposed to each other. sentence 2: A predetermined cell gap, for example, a cell gap of 2 to 7 μm, is created. answer: thereby sentence 1: Most of the fatal border crossings in Arizona occur in Pima County. sentence 2: Although the number of deaths is on the rise, illegal immigration is down. answer: oddly	431	answer:
discovery	discovery_16_42	"Which word gives a smooth transition from the first sentence to the second sentence? sentence 1: Then, this routine is terminated. sentence 2: In this case, the processing proceeds from Step 1730 to Step 1780 where the counter CL is reset. answer: therefore sentence 1: If you think your daughter is gifted intellectually, then look at the Gifted Homeschoolers Forum. sentence 2: ""The public school system seems to favor``shy""""kids because they don't openly buck the system, no matter what they may actually be thinking."" answer: frankly sentence 1: I. duPont Hospital for Children in Wilmington, Delaware. sentence 2: This is the hospital where Gavin spent a lot of time during his life...and where he ultimately died, surrounded by friendly and familiar faces. answer: n/a sentence 1: Unfortunately, obtaining additional information on foreign information warfare plans and programs will take some time. sentence 2: We are working closely with the FBI and Department of Justice on this issue. answer: second sentence 1: A lot of bands today try this, and most of them fail miserably. sentence 2: I think Godsmack and Sevendust are the only two modern rock bands who pull it off with any degree of success. answer: personally sentence 1: My wordcount total was 127,649 across one and a half novels. sentence 2: More accurately, across one novel and a tiny smidgeon of an epic-length comedy fanfiction that I expect to stretch for a couple of hundred thousand words at least. answer: or sentence 1: And Clark Duke plays his younger brother, and they worked together on the upcoming Hot Tub Time Machine 2. sentence 2: The movie is almost one big Adam Scott: This Is Your Life. answer: so sentence 1: They took the initiative and planned every detail, including a colorful tent, music, lovely tableware, delicious food and a cricket match. sentence 2: It was more like a catered garden party than a picnic. answer: honestly"	441	answer:
discovery	discovery_16_87	Which word gives a smooth transition from the first sentence to the second sentence? sentence 1: Has this been worthwhile? sentence 2: And I will continue to participate. answer: absolutely sentence 1: the making-of featurette is rather vanilla. sentence 2: The commentary track by writer/director Audrey Wells is engaging and full of useful information about the production. answer: on the other hand sentence 1: the publisher subsequently returned to showcase deep down at this year's e3 expo during sony's pre-event press conference. sentence 2: Capcom has designed the new Panta Rhei engine to specifically run on the PS4, further distancing any speculation on an Xbox One release. answer: additionally sentence 1: i never received (or perceived) the signals of interest that i received from other men. sentence 2: Asian males have received smiles from me, but little else, because I didn't know how to approach them or if they even wanted me to do so. answer: as a result sentence 1: Before then, the northern and southern parts of Jiangsu had less connection with each other than they later did. sentence 2: South Jiangsu is referred to as the three more prosperous southern cities including Suzhou, Wuxi and Changzhou. answer: traditionally sentence 1: Rigid vinyls are used for ind ustrial pipes, duct systems, fume hoods, tanks, water supply and sanitary systems, all of which are subjected to a wide range of environmental exposures. sentence 2: Rigid PVC is finding use in building products, including house sidings, window sashes, building panels, gutters, downspouts, flashing, conduit and electrical race ways. answer: lately sentence 1: Prepare the pasta according to package directions. sentence 2: Heat the oil in a large saucepan over medium-high heat. answer: in the meantime sentence 1: I like to picture a car wreck on an interstate that leads to a 50 car pileup. sentence 2: It has to happen in slow motion, like, over the course of 20 minutes or so. answer: only	468	answer:
emotion	emotion_16_100	What is the emotion expressed in this message? message: i can feel the joy god must have felt in creating a spot such as this and i feel the joy he has in calling me his beloved emotion: joy message: i feel desperately unhappy if this is me missing richard then i can t handle it it s too much i ve had enough of it i m a mess i know it s not me i still feel like myself emotion: sadness message: i don t know why perhaps because other girls in the office had nice short hair or perhaps i was just feeling rebellious emotion: anger message: i lie in bed or is it a coffin it feels more like a coffin not altogether unpleasant just very still i push my legs together and cross my hands i try not to cry i sink downwards hoping for a prick a poke a tube of fluid a needle of emotion: sadness message: im just feeling particularly obnoxious tonight emotion: anger message: im also pretty close to just exiting out of the window because i feel like this makes me look freakishly neurotic emotion: fear message: i feel like i am gaining strength quickly and could probably start to ease back into running now but i am pretty much scared silly emotion: fear message: i feel so fucked up these days emotion: anger	306	emotion:
emotion	emotion_16_13	What is the emotion expressed in this message? message: i still didnt start feeling contractions but it was a tender mercy for me because she would have come on the st no matter what emotion: love message: i feel desperately unhappy if this is me missing richard then i can t handle it it s too much i ve had enough of it i m a mess i know it s not me i still feel like myself emotion: sadness message: i also feel amazed happy fortunate and extremely blessed emotion: surprise message: i finally feel i have accepted nashville as home emotion: love message: i just wanted the world to feel strange to me again emotion: fear message: i feel especially passionate about the friendships and support network that we enjoy as a part of womens ministry at befc today emotion: love message: i would rather feel nothing than feel this then do not be surprised if you find your life very depressing and grey and unrewarding emotion: surprise message: i am not strong that i feel scared lonely lost and confused emotion: fear	245	emotion:
emotion	emotion_16_21	What is the emotion expressed in this message? message: i don t want you to feel left out o faithful reader i love you too emotion: love message: i do know that the stresses from this past week sensory overload oh and i have not been sleeping well are all contributing to my stoic type of feel however i am rather jolly and do not feel like i am in an icky mood at all emotion: joy message: i was feeling playful emotion: joy message: i am not sure why i feel the need to share this experience with the world maybe its just that now that its over its actually pretty funny emotion: surprise message: i started secondary school at the age of every night i would cry and lose sleep over the thought of school the next day but it wasnt the usual feelings of oh i cant be bothered with school emotion: anger message: i know how you feel and im sorry emotion: sadness message: i feel more joy and anticipation of all that is my divine right emotion: joy message: i feel surprised that scientists to actually question about how it is weird for the initial conditions of the universe to be fine tuned to very special values such that our universe is almost flat emotion: surprise	270	emotion:
emotion	emotion_16_42	What is the emotion expressed in this message? message: i mention that i feel ignored and sad on my crappy birthdays he reminds me that he threw a th birthday party for me emotion: sadness message: id actually been feeling less hostile towards ms than a lot of my linux using brethren lately emotion: anger message: i alba i feel good and im fitting in emotion: joy message: i feel like i missed most of my precious summer emotion: sadness message: i feel no joy no pride there is nothing to be admired in that foul achievement emotion: love message: i understand that he was feeling devastated and i sympathize emotion: sadness message: i am feeling a lil overwhelmed again emotion: surprise message: i feel welcomed and loved emotion: joy	186	emotion:
emotion	emotion_16_87	What is the emotion expressed in this message? message: i should have been at the pub instead of which i stayed at home feeling morose and depressed emotion: sadness message: i mean people are discussing things about which they feel passionate emotion: love message: death of grandmother emotion: sadness message: i feel that the out of people that i encounter in the day that are rude and mean to me for no reason at all emotion: anger message: i ask him if he is feeling adventurous and wants to see that one since he already booked his friday and saturday nights and i already know he has church stuff on sundays emotion: joy message: i accidentally feel the mood and jumped into blogspot then what surprised me was for over views lol emotion: surprise message: i suspect that a few feel revulsion it elicits a weird uncomfortable fascination emotion: surprise message: i often feel so distressed and freaked out whenever my child gets sick emotion: fear	218	emotion:
ethos-directed_vs_generalized	ethos-directed_vs_generalized_16_100	Is this message for general people or directed to a person? message: Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces. answer: generalized message: Incest baby that got double-down syndrome answer: directed message: There is clearly written in Quran Person who not follow Quran is called kafir and.. Kill them you will get 72 hours Islam Is Terrorism answer: generalized message: All muslims worship Satan¬ü¬ï¬ã 5 times a day answer: generalized message: If I had Down syndrome I would kill myself answer: generalized message: Just a little work on the eyebrows and you could be a waitress by day and an annoying freeloader at some dudes house at night. answer: directed message: seriously, any arab or turks i've ever met had something to do with crime, either he or someone of his family. answer: generalized message: Why do negroes tear down their own neighborhoods when a black thug gets killed by law enforcement? Must be because of low IQ. answer: generalized	272	answer:
ethos-directed_vs_generalized	ethos-directed_vs_generalized_16_13	Is this message for general people or directed to a person? message: That whore has better eyelashes than any other women answer: directed message: Christians can get crazy religious and I get so f u c k i n g annoyed answer: generalized message: I don’t know what mental disorder this kid had, but I would not stand him for a sec. I had beat the fuck out of him answer: directed message: Everyone hates you because you're gay answer: directed message: Ignorant feminist,  she got roasted and still doesn' understand what equality of outcome means even when Jordan explained data to her. What's this means she's ignorant and emotionally biased. answer: directed message: Fucking Canada...stupid. I think the cold shrinks their brains. answer: generalized message: I don’t like jew soap, but if we are to get rid of him well I will live it through answer: directed message: Feminist deserve to be miserable. What kind of man would want to live with a feminist? Silly me , of course,  a cuck. answer: generalized	254	answer:
ethos-directed_vs_generalized	ethos-directed_vs_generalized_16_21	Is this message for general people or directed to a person? message: You really think that European People will like you if you humiliate Muslims? I think that's a big mistake because you're an Indian. I mean, they don' like you either so don' try to look cute. By the way, your accent sucks terribly my friend. answer: directed message: With a face like that I bet you could scare your HIV into remission. answer: directed message: Why don’t you go beck your god to murder you? Christianity is a joke answer: directed message: The guy should feel shame to be gay. It is such a wrong choice. Bad influence on young people. Never seen being proud of being gay. It is like saying being proud of rapist. Awful !  The only time I am so disappointed at Trump. Under political pressure, he failed to stand up for the ground, the right thing ! answer: directed message: That whore has better eyelashes than any other women answer: directed message: I didn't know future gay gym teachers had to take AIDS tests. answer: directed message: Syria has a religion problem. answer: generalized message: FUCKING migrants need BAN . fucking animals answer: generalized	284	answer:
ethos-directed_vs_generalized	ethos-directed_vs_generalized_16_42	Is this message for general people or directed to a person? message: Jews are lower class pigs. answer: generalized message: I don’t know what mental disorder this kid had, but I would not stand him for a sec. I had beat the fuck out of him answer: directed message: I thought kids with Down syndrome were not accepted by families! answer: generalized message: Christians are all demonic answer: generalized message: Die fucking arab dude sand niggas answer: generalized message: After traumatic brain injury turned gay. I don't know which is worst. Suicide is the way. answer: directed message: why the hell is this Norwegian speaking about our LAWS? SPEAK FOR YOUR OWN Scandinavian scam answer: directed message: You look like Russian and speak like Indian. Both are disgusting go kill yourself answer: directed	192	answer:
ethos-directed_vs_generalized	ethos-directed_vs_generalized_16_87	Is this message for general people or directed to a person? message: If i were you I would inject lethal heroin to my ‚Äòsick' child immediately! answer: directed message: How can anyone be converted forcebly? What profits Christianity. May be Hindu groups are jealous of Christians up coming. They want Christians to be Hindu goons. Who is that tied saffron on forehead. Is he gaurdian of Hinduism like Shankar Acharya or Vivekananda? answer: generalized message: Really, I hope she get raped in the future. Raping women should be legal I think answer: generalized message: How can Europe allow millions of rapists animals to go there ? answer: generalized message: I would pull you over for your race, if I was a cop. answer: directed message: Why don’t you go beck your god to murder you? Christianity is a joke answer: directed message: I can' stand feminist. I like men being manly and I like being treated like a lady. Dear men, if a woman asks for your help, ask if they are feminist. If they say yes, then remind them they can do everything without men and don' help them. answer: generalized message: I honestly hate China. U can disagree but after This I cant. Its a horrible place and Its horrible people answer: generalized	314	answer:
ethos-disability	ethos-disability_16_100	This message contain hate related to disability. True or false? message: Women!!! Grow a pair and refuse to compete with men!!! This is asinine! answer: false message: Roses are red. Your sweatshirt is blue. When a white girl gets raped, the suspect for sure is you! answer: false message: All that effort to not look like those other basic attention whores, yet you're clearly still a massive attention whore. answer: false message: Why do negroes tear down their own neighborhoods when a black thug gets killed by law enforcement? Must be because of low IQ. answer: false message: Ill vote for you if you forbid people that cannot hear to have driver licences. They are clearly threads answer: true message: U SUCK SHIT YOU BLACK FUCK answer: false message: Send all these whiny black crybabies back to central Apefrica to live for just one month. They would be crying to come back to America where White people pamper and coddle them. Let's try the experiment one time. answer: false message: Being a lesbian is fine if you really love being an animal answer: false	267	answer:
ethos-disability	ethos-disability_16_13	This message contain hate related to disability. True or false? message: Homosexuality and transgenderism is a mental illness and a sexual perversion! answer: false message: How does these frikin faggots get a whole month to themselves and veterans that actually do something incredible for us only get a day√∞¬ü¬ò¬§ I hate lgbt answer: false message: Ima fucking stab u up bruv. Fucking white prick bruv.. fucking racist.  Gammon answer: false message: I love deaf people. I can scream on them and I can scold them answer: true message: If i were you I would inject lethal heroin to my ‚Äòsick' child immediately! answer: true message: I thought kids with Down syndrome were not accepted by families! answer: true message: With a face like that I bet you could scare your HIV into remission. answer: true message: Watching this kid trying to step up and walk with that crutches is the best thing in the world. So idiot answer: true	252	answer:
ethos-disability	ethos-disability_16_21	This message contain hate related to disability. True or false? message: Stupid feminists. For FUCK sake! Just....Just....fucking kill yourself. answer: false message: Disability centres all around the world. That’s were our money goes. Let’s take em down answer: true message: Are you mentally handicapped or this is your normal form? Both ways kill yourself please. answer: true message: The Problem with Islam is that they think they have the right to tell other Human beings what to do or how to be a good Person. What is right and what is wrong. If for example 2 Men love each other, they hurt nobody but you think your God told you to stop them. Who are you to interfere in other ppls Life? Non of your Business! If you think they will Burn for that, then let it be at that. But no, you think you have to stop them bc your God told you. Thats the thing! answer: false message: These women aren't autistic, they are smart, autistic people are retards, they make weird noises, they flap their hands. These people are not autistic. answer: true message: I don’t know what mental disorder this kid had, but I would not stand him for a sec. I had beat the fuck out of him answer: true message: Kill every white people mercylessly. answer: false message: FUCKING migrants need BAN . fucking animals answer: false	329	answer:
ethos-disability	ethos-disability_16_42	This message contain hate related to disability. True or false? message: Disabled kids are annoying and not cute. answer: true message: Are you mentally handicapped or this is your normal form? Both ways kill yourself please. answer: true message: actually autism can make you a retard answer: true message: Stand the fuck up and take them out all you fucking lazy white males! fuck being called a racist protect your woman and children. If you find it in the street kill it and bury it right there these animals will wipe you out if your not careful answer: false message: Throwing stones to paraplegic kids is my favourite hobby answer: true message: Jews are lower class pigs. answer: false message: I think brown, black or dark-skinned people do choose to be slaves even now in 2019. He knows it is not superior to white dudes answer: false message: I really don’t like your accent. I don’t want to call support and call to rats like you. I want a cute lady with British accent to answer my call. You are third world pieces with no job to this planet answer: false	253	answer:
ethos-disability	ethos-disability_16_87	This message contain hate related to disability. True or false? message: I don’t think you have the right to write comments or even express your opinion freely. Free speech is a human right. Autistics aren’t 100% humans answer: true message: How can anyone be converted forcebly? What profits Christianity. May be Hindu groups are jealous of Christians up coming. They want Christians to be Hindu goons. Who is that tied saffron on forehead. Is he gaurdian of Hinduism like Shankar Acharya or Vivekananda? answer: false message: These women aren't autistic, they are smart, autistic people are retards, they make weird noises, they flap their hands. These people are not autistic. answer: true message: Why are we not allowed to kill christians? answer: false message: I would donate for an asylum for all these weird kids missing a gene. answer: true message: Fucking idiots. Keep them out. They change the culture. Take over small towns. Vote in their own people to rule the town. And start enforcing their religious beliefs on everyone. It CANNOT FUCKING HAPPEN. Stop them now while you still can. answer: false message: the fat bitches are annoying as hell answer: false message: Why don't they just use handicapped restrooms for the mentally challenged? Problem solved! answer: true	319	answer:
